a_tstamp,b_windspeed,c_temperature,d_solarflux,e_humidity,f_ma_5_windspeed,g_ma_5_temperature,h_ma_5_solarflux,i_ma_5_humidity,j_mm_5_windspeed,k_mm_5_temperature,l_mm_5_solarflux,m_mm_5_humidity,n_sd_5_windspeed,o_sd_5_temperature,p_sd_5_solarflux,q_sd_5_humidity,r_clearingprice
965203200,13.869,69.217,35.4841,0.525,15.43484,69.22486,44.26326,0.524,16.1059,69.217,45.3983,0.525,0.9332443701,0.1096322507,5.8457501536,0.0049623583,0.14
965204100,13.17,69.1832,31.7078,0.52625,14.84766,69.1776,40.26944,0.52625,14.8477,69.1832,40.0476,0.52625,1.209132103,0.050555791,6.2255682647,0.0020916501,0.14
965205000,12.7505,69.082,28.7187,0.53,14.14862,69.14948,36.2713,0.5275,13.869,69.1832,35.4841,0.52625,1.2091552281,0.0564626036,5.9337939556,0.0020916501,0.14
965205900,13.2399,68.812,27.8748,0.54188,13.57542,69.09548,32.7666,0.529876,13.2399,69.1832,31.7078,0.52625,0.7297009892,0.1487947096,4.5129597016,0.0062318941,0.14
965206800,13.5894,68.542,26.9128,0.5525,13.32376,68.96724,30.13964,0.535126,13.2399,69.082,28.7187,0.53,0.3813536238,0.255780043,3.1171604249,0.0105362946,0.14
965207700,13.7991,68.272,25.8328,0.56188,13.30978,68.77824,28.20938,0.542502,13.2399,68.812,27.8748,0.54188,0.3618942354,0.3374880004,1.9969749787,0.0133886615,0.14
965208600,13.869,68.002,24.6346,0.57,13.44958,68.542,26.79474,0.551252,13.5894,68.542,26.9128,0.5525,0.4123846622,0.3818376618,1.4473163602,0.0141808412,0.14
965209500,13.8201,67.7151,23.7534,0.57313,13.6635,68.26862,25.80168,0.559878,13.7991,68.272,25.8328,0.56188,0.2324086659,0.3866472522,1.4893561916,0.0114929655,0.14
965210400,13.6173,67.4395,22.464,0.5775,13.73898,67.99412,24.71952,0.567002,13.7991,68.002,24.6346,0.57,0.1133845386,0.3906167912,1.5542097187,0.008868949,0.14
965211300,13.2608,67.1751,20.7665,0.58313,13.67326,67.72074,23.49026,0.573128,13.7991,67.7151,23.7534,0.57313,0.223144174,0.3898321516,1.7514752908,0.0071478148,0.14
965212200,12.7505,66.922,18.6608,0.59,13.46354,67.45074,22.05586,0.578752,13.6173,67.4395,22.464,0.5775,0.4158616433,0.3819538014,2.1394860089,0.0071478148,0.14
965213100,11.1847,66.7982,14.7209,0.59719,12.92668,67.20998,20.07312,0.58419,13.2608,67.1751,20.7665,0.58313,0.9436445483,0.3351231141,3.1743487706,0.0086134708,0.14
965214000,10.0662,66.607,11.3236,0.60625,12.1759,66.98836,17.58716,0.590814,12.7505,66.922,18.6608,0.59,1.3429905927,0.2913413984,4.0618248198,0.010157682,0.14
965214900,9.39513,66.3482,8.46873,0.61719,11.331466,66.7701,14.788106,0.598752,11.1847,66.7982,14.7209,0.59719,1.490491368,0.2801747455,4.5316836857,0.0119938658,0.14
965215800,9.17144,66.022,6.15635,0.63,10.513594,66.53948,11.866076,0.608126,10.0662,66.607,11.3236,0.60625,1.3195932848,0.3231687262,4.4442210871,0.0142288111,0.14
965216700,10.2969,65.4426,4.99927,0.65125,10.022874,66.2436,9.13377,0.620376,10.0662,66.3482,8.46873,0.61719,0.7135558046,0.4777634226,3.5330659596,0.0189373193,0.14
965217600,11.2686,64.9195,3.97614,0.67,10.039654,65.86786,6.984818,0.634938,10.0662,66.022,6.15635,0.63,0.7411336184,0.6133590061,2.6346888796,0.0230555932,0.14
965218500,12.0864,64.4526,3.08696,0.68625,10.443694,65.43698,5.33749,0.650938,10.2969,65.4426,4.99927,0.65125,1.1062204204,0.6941745325,1.8712427693,0.0252496411,0.14
965219400,12.7505,64.042,2.33173,0.7,11.114768,64.97574,4.11009,0.6675,11.2686,64.9195,3.97614,0.67,1.2719106875,0.7016162815,1.3568436129,0.0248369684,0.14
965220300,13.6803,63.7551,1.81472,0.70563,12.01654,64.52236,3.241764,0.682626,12.0864,64.4526,3.08696,0.68625,1.1686103724,0.6047911924,1.1416405903,0.019940123,0.14
965221200,14.1766,63.4795,1.36214,0.7125,12.79248,64.12974,2.514338,0.694876,12.7505,64.042,2.33173,0.7,1.0513357283,0.5096714495,0.9289921744,0.0151375858,0.14
965222100,14.2395,63.2151,0.97401,0.72063,13.38666,63.78886,1.913912,0.705002,13.6803,63.7551,1.81472,0.70563,0.840588048,0.4314335481,0.7413933711,0.0116405007,0.14
965223000,13.869,62.962,0.65032,0.73,13.74318,63.49074,1.426584,0.713752,13.869,63.4795,1.36214,0.7125,0.5365416271,0.3819538014,0.596908852,0.0106579199,0.14
965223900,11.66,62.7539,0.42677,0.74438,13.52508,63.23312,1.045592,0.722628,13.869,63.2151,0.97401,0.72063,0.9545440658,0.3568329604,0.4972052134,0.0135867309,0.14
965224800,9.95437,62.5345,0.24387,0.7575,12.779894,62.989,0.731422,0.733002,13.869,62.962,0.65032,0.73,1.7032403031,0.3329512637,0.3984348031,0.0161988968,0.14
965225700,8.75201,62.3039,0.10161,0.76938,11.694976,62.75388,0.479316,0.744378,11.66,62.7539,0.42677,0.74438,2.1397646686,0.3183229203,0.3081630235,0.0177086492,0.14
965226600,8.05297,62.062,0,0.78,10.45767,62.52326,0.284514,0.756252,9.95437,62.5345,0.24387,0.7575,2.0989492044,0.3183374097,0.2324241052,0.0177086492,0.14
965227500,9.24134,61.6907,0,0.79031,9.532138,62.269,0.15445,0.768314,9.24134,62.3039,0.10161,0.76938,1.2318423356,0.3698962449,0.1628838785,0.0161944553,0.14
965228400,10.0103,61.387,0,0.79875,9.202198,61.99562,0.069096,0.779188,9.24134,62.062,0,0.78,0.7407722845,0.4130929745,0.0958393269,0.0146533019,0.14
965229300,10.3598,61.1507,0,0.80531,9.283284,61.71886,0.020322,0.78875,9.24134,61.6907,0,0.79031,0.834879975,0.4227875807,0.040644,0.012871881,0.14
965230200,10.2899,60.982,0,0.81,9.590862,61.45448,0,0.796874,10.0103,61.387,0,0.79875,0.865231234,0.3859931678,0,0.0107218965,0.14
965231100,8.64716,60.982,0,0.81,9.7097,61.23848,0,0.802874,10.0103,61.1507,0,0.80531,0.66301957,0.2704923023,0,0.0075147231,0.14
965232000,7.35393,60.982,0,0.81,9.332218,61.09674,0,0.806812,10.0103,60.982,0,0.81,1.1675446589,0.1591592611,0,0.0044213545,0.14
965232900,6.41022,60.982,0,0.81,8.612202,61.01574,0,0.809062,8.64716,60.982,0,0.81,1.5685639652,0.06748,0,0.001876,0.14
965233800,5.81603,60.982,0,0.81,7.703448,60.982,0,0.81,7.35393,60.982,0,0.81,1.6085567746,7.105427357601E-15,0,1.11022302462516E-16,0.14
965234700,6.20051,61.0664,0,0.80719,6.88557,60.99888,0,0.809438,6.41022,60.982,0,0.81,1.0160453785,0.03376,0,0.001124,0.1555
965235600,6.51508,61.0945,0,0.80625,6.459154,61.02138,0,0.808688,6.41022,60.982,0,0.81,0.5072773486,0.0490422022,0,0.0016341285,0.1514
965236500,6.75974,61.0664,0,0.80719,6.340316,61.03826,0,0.808126,6.41022,61.0664,0,0.80719,0.3180462369,0.0470681038,0,0.0015681403,0.14
965237400,6.9345,60.982,0,0.81,6.445172,61.03826,0,0.808126,6.51508,61.0664,0,0.80719,0.3997402149,0.0470681038,0,0.0015681403,0.14
965238300,6.9345,60.6726,0,0.82313,6.668866,60.97638,0,0.810752,6.75974,61.0664,0,0.80719,0.2801386815,0.1565077685,0,0.0063154427,0.14
965239200,6.9345,60.4195,0,0.8325,6.815664,60.847,0,0.815814,6.9345,60.982,0,0.81,0.1648297422,0.2610705728,0,0.0103110865,0.14
965240100,6.9345,60.2226,0,0.83813,6.899548,60.67262,0,0.82219,6.9345,60.6726,0,0.82313,0.069904,0.3216726311,0,0.0121231959,0.14
965241000,6.9345,60.082,0,0.84,6.9345,60.47574,0,0.828752,6.9345,60.4195,0,0.8325,0,0.3216603899,0,0.0110612502,0.14
965241900,7.14422,60.1832,0,0.82688,6.976444,60.31598,0,0.832128,6.9345,60.2226,0,0.8325,0.083888,0.2092802943,0,0.0064286278,0.14
965242800,7.21412,60.217,0,0.8175,7.032368,60.22486,0,0.831002,6.9345,60.217,0,0.8325,0.1218844499,0.1096322507,0,0.0081646957,0.14
965243700,7.14422,60.1832,0,0.81188,7.074312,60.1776,0,0.826878,7.14422,60.1832,0,0.82688,0.1169746336,0.050555791,0,0.0110605721,0.14
965244600,6.9345,60.082,0,0.81,7.074312,60.14948,0,0.821252,7.14422,60.1832,0,0.8175,0.1169746336,0.0564626036,0,0.0110605721,0.14
965245500,6.16556,59.7107,0,0.82031,6.920524,60.07522,0,0.817314,7.14422,60.1832,0,0.8175,0.3889587078,0.1877986837,0,0.0060587444,0.14
965246400,5.53642,59.407,0,0.82875,6.598964,59.91998,0,0.817688,6.9345,60.082,0,0.8175,0.6488673511,0.3132739146,0,0.0066650773,0.14
965247300,5.04709,59.1707,0,0.83531,6.165558,59.71072,0,0.82125,6.16556,59.7107,0,0.82031,0.7994793806,0.3859931678,0,0.0096868633,0.16
965248200,4.69757,59.002,0,0.84,5.676228,59.47448,0,0.826874,5.53642,59.407,0,0.82875,0.7994781564,0.3859931678,0,0.0107218965,0.16
965249100,4.69757,59.1032,0,0.83438,5.228842,59.27872,0,0.83175,5.04709,59.1707,0,0.83438,0.5602818046,0.2538156922,0,0.0067457631,0.3
965250000,4.69757,59.137,0,0.8325,4.935244,59.16398,0,0.834188,4.69757,59.137,0,0.83438,0.3296631316,0.1339877069,0,0.0036741334,0.3
965250900,4.69757,59.1032,0,0.83438,4.767474,59.10322,0,0.835314,4.69757,59.1032,0,0.83438,0.139808,0.0564626036,0,0.0025148328,0.3
965251800,4.69757,59.002,0,0.84,4.69757,59.06948,0,0.836252,4.69757,59.1032,0,0.83438,0,0.0564626036,0,0.0031362806,0.3
965252700,4.48785,58.5295,0,0.86063,4.655626,58.97498,0,0.840378,4.69757,59.1032,0,0.83438,0.083888,0.2272944029,0,0.0104336118,0.3
965253600,4.41795,58.192,0,0.8775,4.599702,58.79274,0,0.849002,4.69757,59.002,0,0.84,0.1218844499,0.3711802667,0,0.0174040299,0.3
965254500,4.48785,57.9895,0.05124,0.89063,4.557758,58.56324,0.010248,0.860628,4.48785,58.5295,0,0.86063,0.1169746336,0.4363948331,0.020496,0.0214441427,0.3
965255400,4.69757,57.922,0.28092,0.9,4.557758,58.327,0.066432,0.873752,4.48785,58.192,0,0.8775,0.1169746336,0.3981927925,0.109064688,0.0214441427,0.3
965256300,5.67623,58.192,0.55854,0.90281,4.75349,58.165,0.17814,0.886314,4.48785,58.192,0.05124,0.89063,0.4708062159,0.2117392264,0.2167206578,0.0155910674,0.3
965257200,6.37527,58.462,0.98136,0.90375,5.130974,58.1515,0.374412,0.894938,4.69757,58.192,0.28092,0.9,0.7688208338,0.189,0.362119935,0.0098781201,0.16
965258100,6.79469,58.732,1.54937,0.90281,5.606322,58.2595,0.684286,0.9,5.67623,58.192,0.55854,0.90281,0.9039022592,0.301869177,0.5321440995,0.0048508061,0.14
965259000,6.9345,59.002,2.26258,0.9,6.095652,58.462,1.126554,0.901874,6.37527,58.462,0.98136,0.90281,0.8247489814,0.3818376618,0.7110761571,0.0015681403,0.14
965259900,5.95584,59.2889,3.35194,0.8925,6.347306,58.73538,1.740758,0.900374,6.37527,58.732,1.54937,0.90281,0.4794413101,0.3866472522,0.9878420648,0.0041329244,0.14
965260800,5.2568,59.5645,4.43253,0.885,6.26342,59.00988,2.515556,0.896812,6.37527,59.002,2.26258,0.9,0.6087685739,0.3906167912,1.2430283281,0.0071048136,0.14
965261700,4.83737,59.8289,5.50433,0.8775,5.95584,59.28326,3.42015,0.891562,5.95584,59.2889,3.35194,0.8925,0.8247516936,0.3898321516,1.4292066509,0.0093744,0.16
965262600,4.69757,60.082,6.56735,0.87,5.536416,59.55326,4.423746,0.885,5.2568,59.5645,4.43253,0.885,0.8247506765,0.3819538014,1.5219844697,0.0106066017,0.16
965263500,6.11662,60.2057,7.27226,0.86531,5.37284,59.794,5.425682,0.878062,5.2568,59.8289,5.50433,0.8775,0.5743310306,0.3350985407,1.4146517888,0.0098439512,0.16
965264400,6.96246,60.397,8.20128,0.85875,5.574164,60.01562,6.39555,0.871312,5.2568,60.082,6.56735,0.87,0.8524818641,0.2913283467,1.3195845639,0.0091782556,0.14
965265300,7.23509,60.6557,9.3544,0.85031,5.969822,60.23386,7.379924,0.864374,6.11662,60.2057,7.27226,0.86531,1.0496528614,0.2801466373,1.3238505995,0.0093192845,0.14
965266200,6.9345,60.982,10.7316,0.84,6.389248,60.46448,8.425378,0.856874,6.9345,60.397,8.20128,0.85875,0.9249238792,0.3231729036,1.484177272,0.0107218965,0.14
965267100,4.00551,61.477,12.4122,0.82688,6.250836,60.74348,9.594348,0.84825,6.9345,60.6557,9.3544,0.85031,1.1833903751,0.4498676312,1.8234000209,0.0136402097,0.14
965268000,1.87343,61.972,14.2641,0.8125,5.402198,61.09674,10.992716,0.837688,6.9345,60.982,10.7316,0.84,2.1234312317,0.5670970555,2.1569081541,0.0164894893,0.3
965268900,0.53826,62.467,16.2872,0.79688,4.117358,61.51074,12.6099,0.825314,4.00551,61.477,12.4122,0.82688,2.6651156526,0.654062956,2.4667504681,0.0190558228,0.3
965269800,0,62.962,18.4817,0.78,2.67034,61.972,14.43536,0.811252,1.87343,61.972,14.2641,0.8125,2.540759171,0.7000357134,2.7438120669,0.0212390267,0.3
965270700,1.89441,63.2545,19.0698,0.76281,1.662322,62.4265,16.103,0.795814,1.87343,62.467,16.2872,0.79688,1.3867798125,0.6453069037,2.5098845958,0.022733244,0.3
965271600,3.49521,63.682,21.0143,0.74375,1.560262,62.8675,17.82342,0.779188,1.87343,62.962,18.4817,0.78,1.219234058,0.5973993639,2.332262489,0.0242793998,0.3
965272500,4.80242,64.2445,24.3152,0.72281,2.14606,63.322,19.83364,0.76125,1.89441,63.2545,19.0698,0.76281,1.7961278495,0.6075833276,2.7006209676,0.0261050823,0.3
965273400,5.81603,64.942,28.9724,0.7,3.201614,63.817,22.37068,0.741874,3.49521,63.682,21.0143,0.74375,2.0708966167,0.7090892045,3.878752529,0.0283277084,0.14
965274300,6.20051,66.4664,41.3901,0.66031,4.441716,64.51788,26.95236,0.717936,4.80242,64.2445,24.3152,0.72281,1.5809392238,1.1266027683,7.9608896424,0.035626536,0.14
965275200,6.51508,67.6645,50.8947,0.62875,5.36585,65.39988,33.31734,0.691124,5.81603,64.942,28.9724,0.7,1.0987990094,1.4670812785,11.1840498927,0.0416948446,0.12
965276100,6.75974,68.5364,57.4861,0.60531,6.018756,66.37076,40.6117,0.663436,6.20051,66.4664,41.3901,0.66031,0.6854196399,1.6084305103,12.5868231708,0.0434826869,0.12
965277000,6.9345,69.082,61.1645,0.59,6.445172,67.33826,47.98156,0.636874,6.51508,67.6645,50.8947,0.62875,0.3997402149,1.4889461395,11.6396570495,0.0394806163,0.12
965277900,7.03936,68.5251,56.1235,0.59875,6.689838,68.05488,53.41178,0.616624,6.75974,68.5251,56.1235,0.60531,0.3022891538,0.9147249978,6.8544096459,0.0253449416,0.12
965278800,7.07431,68.1595,52.0402,0.605,6.864598,68.3935,55.5418,0.605562,6.9345,68.5251,56.1235,0.605,0.2061869063,0.4686081988,3.7306882378,0.0128580082,0.12
965279700,7.03936,67.9851,48.9145,0.60875,6.969454,68.45762,55.14576,0.601562,7.03936,68.5251,56.1235,0.605,0.1148653319,0.3775608317,4.2692271458,0.0066199982,0.12
965280600,6.9345,68.002,46.7465,0.61,7.004406,68.35074,52.99784,0.6025,7.03936,68.1595,52.0402,0.605,0.0584873168,0.414011481,5.1601177838,0.0073739406,0.12
965281500,6.55003,68.5814,46.9478,0.60875,6.927512,68.25062,50.1545,0.60625,7.03936,68.1595,48.9145,0.60875,0.1944793539,0.2550961811,3.5389211458,0.0041079192,0.12
965282400,6.23546,69.1045,47.1656,0.605,6.766732,68.3665,48.36292,0.6075,6.9345,68.1595,47.1656,0.60875,0.3244336755,0.4270834157,1.9937694003,0.0020916501,0.12
965283300,5.9908,69.5714,47.3998,0.59875,6.55003,68.64888,47.43484,0.60625,6.55003,68.5814,47.1656,0.60875,0.3997382913,0.6200393388,0.7712498443,0.0041079192,0.12
965284200,5.81603,69.982,47.6505,0.59,6.305364,69.04826,47.18204,0.6025,6.23546,69.1045,47.1656,0.605,0.3997395154,0.7016162815,0.3199087157,0.0073739406,0.12
965285100,5.71118,70.3532,50.0856,0.5675,6.0607,69.5185,47.84986,0.594,5.9908,69.5714,47.3998,0.59875,0.3022907725,0.6267227712,1.1421694929,0.0146926853,0.12
965286000,5.67623,70.657,51.0918,0.55,5.88594,69.93362,48.67866,0.58225,5.81603,69.982,47.6505,0.59,0.2061875844,0.5514181586,1.5990416675,0.0205304652,0.12
965286900,5.71118,70.8932,50.6691,0.5375,5.781084,70.29136,49.37936,0.56875,5.71118,70.3532,50.0856,0.5675,0.1148647233,0.4719691075,1.549339837,0.0231570724,0.12
965287800,5.81603,71.062,48.8174,0.53,5.74613,70.58948,49.66288,0.555,5.71118,70.657,50.0856,0.55,0.0584825359,0.3859896703,1.2647128487,0.0216217483,0.12
965288700,5.9908,70.8764,39.5704,0.54156,5.781084,70.76836,48.04686,0.545312,5.71118,70.8764,50.0856,0.54156,0.1148647233,0.2442298065,4.3069332252,0.0128362524,0.12
965289600,6.23546,70.8145,32.8721,0.54875,5.88594,70.86062,44.60416,0.541562,5.81603,70.8764,48.8174,0.54156,0.2061875844,0.1307306605,7.2056135457,0.0073898157,0.14
965290500,6.55003,70.8764,28.7225,0.55156,6.0607,70.9045,40.1303,0.541874,5.9908,70.8764,39.5704,0.54156,0.3022907725,0.0832023557,8.5984285534,0.0077629932,0.14
965291400,6.9345,71.062,27.1216,0.55,6.305364,70.93826,35.4208,0.544374,6.23546,70.8764,32.8721,0.54875,0.3997395154,0.1035307027,7.9615059749,0.0079620389,0.14
965292300,7.80831,71.9282,36.218,0.53,6.70382,71.1115,32.90092,0.544374,6.55003,70.8764,32.8721,0.54875,0.6363208934,0.4167018502,4.6118444715,0.0079620389,0.14
965293200,8.4724,72.547,42.4307,0.515,7.20014,71.44562,33.47298,0.539062,6.9345,71.062,32.8721,0.54875,0.8261151712,0.6805012165,5.4962537661,0.0143582511,0.14
965294100,8.92677,72.9182,45.7598,0.505,7.738402,71.86636,36.05052,0.530312,7.80831,71.9282,36.218,0.53,0.8960295901,0.8000597718,7.3270779167,0.0185167323,0.14
965295000,9.17144,73.042,46.2051,0.5,8.262684,72.29948,39.54704,0.52,8.4724,72.547,42.4307,0.515,0.8101057898,0.7300167297,7.1654408279,0.0181659021,0.14
965295900,8.68211,72.3614,37.4702,0.51219,8.612206,72.55936,41.61676,0.512438,8.68211,72.547,42.4307,0.51219,0.4652685767,0.3998528209,4.1284552097,0.010247701,0.14
965296800,8.33259,71.8045,30.0493,0.52125,8.717062,72.53462,40.38302,0.510688,8.68211,72.547,42.4307,0.51219,0.3030962446,0.4399549359,6.0377091925,0.0074698311,0.14
965297700,8.12287,71.3714,23.9424,0.52719,8.647156,72.2995,36.68536,0.513126,8.68211,72.3614,37.4702,0.51219,0.3816037374,0.6394250793,8.7178805531,0.0100299085,0.14
965298600,8.05297,71.062,19.1495,0.53,8.472396,71.92826,31.3633,0.518126,8.33259,71.8045,30.0493,0.52125,0.4123772029,0.7076500593,9.6285670595,0.010924242,0.14
965299500,8.33259,71.2476,17.8168,0.5175,8.304626,71.56938,25.68564,0.521626,8.33259,71.3714,23.9424,0.52125,0.219282524,0.4653493329,7.2882924987,0.006438716,0.14
965300400,8.6122,71.3095,16.3674,0.51,8.290644,71.359,21.46508,0.521188,8.33259,71.3095,19.1495,0.52125,0.1957315715,0.2456392558,4.9896722631,0.007105658,0.14
965301300,8.89182,71.2476,14.8013,0.5075,8.40249,71.24762,18.41548,0.518438,8.33259,71.2476,17.8168,0.5175,0.3126210862,0.1035426559,3.1209285973,0.0089665699,0.14
965302200,9.17144,71.062,13.1184,0.51,8.612204,71.18574,16.25068,0.515,8.6122,71.2476,16.3674,0.51,0.3954381537,0.1035307027,2.1345441288,0.0082158384,0.14
965303100,9.66077,70.4826,10.8231,0.52688,8.933764,71.06986,14.5854,0.514376,8.89182,71.2476,14.8013,0.51,0.4586066917,0.3051381431,2.4483085206,0.0070948928,0.14
965304000,10.0103,69.9595,8.74167,0.5425,9.269306,70.81224,12.770374,0.519376,9.17144,71.062,13.1184,0.51,0.5071839707,0.5167231235,2.7278823475,0.0134750697,0.14
965304900,10.22,69.4926,6.87403,0.55688,9.590866,70.44886,10.8717,0.528752,9.66077,70.4826,10.8231,0.52688,0.4982377985,0.6586305538,2.8639194206,0.0189049268,0.14
965305800,10.2899,69.082,5.22021,0.57,9.870482,70.01574,8.955482,0.541252,10.0103,69.9595,8.74167,0.5425,0.4123741517,0.7016162815,2.7981528973,0.0212390267,0.14
965306700,10.1151,68.9976,3.75092,0.57531,10.059214,69.60286,7.081986,0.554314,10.1151,69.4926,6.87403,0.55688,0.2206089816,0.5569428394,2.5042340629,0.0178082111,0.14
965307600,9.87048,68.7895,2.515,0.58375,10.101156,69.26424,5.420366,0.565688,10.1151,69.082,5.22021,0.57,0.1492708,0.4159858488,2.2096363163,0.0145098331,0.14
965308500,9.55591,68.4576,1.51243,0.59531,10.010278,68.96386,3.974518,0.57625,10.1151,68.9976,3.75092,0.57531,0.2680123848,0.3409873992,1.9079300079,0.0129203452,0.14
965309400,9.17144,68.002,0.74322,0.61,9.800566,68.66574,2.748356,0.586874,9.87048,68.7895,2.515,0.58375,0.399730772,0.3956243248,1.5948501654,0.0143819006,0.16
965310300,8.19278,66.9501,0.48774,0.64094,9.381142,68.23936,1.801862,0.601062,9.55591,68.4576,1.51243,0.59531,0.6730332904,0.7271508416,1.2032292626,0.0230915529,0.16
965311200,7.49374,66.0895,0.27871,0.66625,8.85687,67.65774,1.10742,0.61925,9.17144,68.002,0.74322,0.61,0.8847774142,0.9999302708,0.8183788564,0.0303262006,0.16
965312100,7.07431,65.4201,0.11613,0.68594,8.297636,66.98386,0.627646,0.639688,8.19278,66.9501,0.48774,0.64094,0.9487420041,1.1362115588,0.4897302758,0.0337554117,0.16
965313000,6.9345,64.942,0,0.7,7.773354,66.28074,0.32516,0.660626,7.49374,66.0895,0.27871,0.66625,0.8247527107,1.0936432263,0.2656262747,0.032166039,0.16
965313900,7.70345,64.942,0,0.69719,7.479756,65.66874,0.176516,0.678064,7.49374,65.4201,0.11613,0.68594,0.451736283,0.7664262955,0.1861538382,0.0220308208,0.16
965314800,8.33259,64.942,0,0.69625,7.507718,65.26712,0.078968,0.689126,7.49374,64.942,0,0.69625,0.4970596718,0.4509591529,0.1095314712,0.0123893932,0.1562
965315700,8.82192,64.942,0,0.69719,7.773354,65.03762,0.023226,0.695314,7.70345,64.942,0,0.69719,0.7224210236,0.19124,0.046452,0.0048527378,0.14
965316600,9.17144,64.942,0,0.7,8.19278,64.942,0,0.698126,8.33259,64.942,0,0.69719,0.7994813042,0,0,0.0015681403,0.14
965317500,9.17144,65.0264,0,0.70844,8.640168,64.95888,0,0.699814,8.82192,64.942,0,0.69719,0.5602818046,0.03376,0,0.0044925565,0.14
965318400,9.17144,65.0545,0,0.71625,8.933766,64.98138,0,0.703626,9.17144,64.942,0,0.7,0.3296631316,0.0490422022,0,0.0076356443,0.14
965319300,9.17144,65.0264,0,0.72344,9.101536,64.99826,0,0.709064,9.17144,65.0264,0,0.70844,0.139808,0.0470681038,0,0.0098167746,0.14
965320200,9.17144,64.942,0,0.73,9.17144,64.99826,0,0.715626,9.17144,65.0264,0,0.71625,0,0.0470681038,0,0.0106195134,0.14
965321100,8.94075,64.7339,0,0.73688,9.125302,64.95664,0,0.723002,9.17144,65.0264,0,0.72344,0.092276,0.1175899077,0,0.009994039,0.14
965322000,8.86386,64.5145,0,0.7425,9.063786,64.85426,0,0.729814,9.17144,64.942,0,0.73,0.1340719314,0.2036418091,0,0.0093328187,0.14
965322900,8.94075,64.2839,0,0.74688,9.017648,64.70014,0,0.73594,8.94075,64.7339,0,0.73688,0.1286711407,0.2734225784,0,0.0084277447,0.14
965323800,9.17144,64.042,0,0.75,9.017648,64.50326,0,0.741252,8.94075,64.5145,0,0.7425,0.1286711407,0.3183374097,0,0.0071481645,0.14
965324700,10.3528,63.7551,0,0.74719,9.25392,64.26588,0,0.74469,8.94075,64.2839,0,0.74688,0.5590416632,0.3441504927,0,0.0045833263,0.14
965325600,11.1567,63.4795,0,0.74625,9.69711,64.015,0,0.746564,9.17144,64.042,0,0.74688,0.9058749699,0.367925188,0,0.0024046838,0.14
965326500,11.5831,63.2151,0,0.74719,10.240958,63.75512,0,0.747502,10.3528,63.7551,0,0.74719,1.0475539878,0.3819676447,0,0.0012953054,0.14
965327400,11.6321,62.962,0,0.75,10.779228,63.49074,0,0.748126,11.1567,63.4795,0,0.74719,0.9255170494,0.3819538014,0,0.0015681403,0.14
965328300,10.2969,62.8382,0,0.7575,11.00432,63.24998,0,0.749626,11.1567,63.2151,0,0.74719,0.5791778739,0.3351231141,0,0.0041329244,0.14
965329200,9.25532,62.647,0,0.765,10.784824,63.02836,0,0.753188,11.1567,62.962,0,0.75,0.9023153847,0.2913413984,0,0.0071048136,0.14
965330100,8.50735,62.3882,0,0.7725,10.254954,62.8101,0,0.758438,10.2969,62.8382,0,0.7575,1.2422278571,0.2801747455,0,0.0093744,0.14
965331000,8.05297,62.062,0,0.78,9.548928,62.57948,0,0.765,9.25532,62.647,0,0.765,1.2890343998,0.3231687262,0,0.0106066017,0.14
965331900,8.64716,61.5839,0,0.78469,8.95194,62.30386,0,0.771938,8.64716,62.3882,0,0.7725,0.7745521291,0.4443458545,0,0.0098439512,0.14
965332800,9.03163,61.0945,0,0.79125,8.698886,61.95512,0,0.778688,8.64716,62.062,0,0.78,0.4187854972,0.557880028,0,0.0091782556,0.14
965333700,9.20639,60.5939,0,0.79969,8.6891,61.5445,0,0.785626,8.64716,61.5839,0,0.78469,0.4060465855,0.6461158812,0,0.0093192845,0.14
965334600,9.17144,60.082,0,0.81,8.821918,61.08326,0,0.793126,9.03163,61.0945,0,0.79125,0.4326164249,0.700099069,0,0.0107218965,0.14
965335500,8.40249,59.4239,0,0.82781,8.891822,60.55564,0,0.802688,9.03163,60.5939,0,0.79969,0.3149574034,0.7555557997,0,0.0151546962,0.14
965336400,7.77335,58.8445,0,0.84375,8.71706,60.00776,0,0.8145,9.03163,60.082,0,0.81,0.5539678993,0.8030120587,0,0.0190413613,0.14
965337300,7.28402,58.3439,0,0.85781,8.367538,59.45764,0,0.827812,8.40249,59.4239,0,0.82781,0.7587125123,0.8122078591,0,0.021269763,0.14
965338200,6.9345,57.922,0,0.87,7.91316,58.92326,0,0.841874,7.77335,58.8445,0,0.84375,0.7994813042,0.7665117784,0,0.0212710852,0.14
965339100,6.9345,57.5282,0,0.88031,7.465772,58.4125,0,0.855936,7.28402,58.3439,0,0.85781,0.5602818046,0.6688552399,0,0.0186277767,0.14
965340000,6.9345,57.247,0,0.88875,7.172174,57.97712,0,0.868124,6.9345,57.922,0,0.87,0.3296631316,0.5700031979,0,0.0159869967,0.14
965340900,6.9345,57.0782,0,0.89531,7.004404,57.62386,0,0.878436,6.9345,57.5282,0,0.88031,0.139808,0.4596224955,0,0.0133508076,0.14
965341800,6.9345,57.022,0.28105,0.9,6.9345,57.35948,0.05621,0.886874,6.9345,57.247,0,0.88875,0,0.3318307183,0.11242,0.0107218965,0.14
965342700,6.9345,57.3314,0.71955,0.9,6.9345,57.24136,0.20012,0.892874,6.9345,57.247,0,0.89531,0,0.1817449818,0.2816029947,0.0075147231,0.14
