a_tstamp,b_windspeed,c_temperature,d_solarflux,e_humidity,f_ma_5_windspeed,g_ma_5_temperature,h_ma_5_solarflux,i_ma_5_humidity,j_mm_5_windspeed,k_mm_5_temperature,l_mm_5_solarflux,m_mm_5_humidity,n_sd_5_windspeed,o_sd_5_temperature,p_sd_5_solarflux,q_sd_5_humidity,r_clearingprice
965480400,10.9889,71.3095,2.76398,0.55875,10.44228,74.55174,6.584758,0.508,10.2899,75.022,5.88415,0.5,0.3297203081,2.1536054017,3.151473769,0.0336580368,0.14
965481300,11.3175,70.0101,1.61617,0.57781,10.68136,73.10386,4.586712,0.530312,10.6464,72.9801,4.18664,0.53281,0.4292495759,2.2828439952,2.4152835788,0.0355121503,0.14
965482200,11.6321,69.082,0.74322,0.59,10.97496,71.68074,3.038832,0.551874,10.9889,71.3095,2.76398,0.55875,0.4746830168,2.122953675,1.8320831296,0.032335415,0.14
965483100,11.702,69.2845,0.48774,0.58125,11.25738,70.53324,1.95955,0.568124,11.3175,70.0101,1.61617,0.57781,0.3967605091,1.4511256343,1.3689872653,0.0203942164,0.1402
965484000,11.9117,69.352,0.27871,0.575,11.51044,69.80762,1.177964,0.576562,11.6321,69.352,0.74322,0.57781,0.3230281078,0.8129465158,0.914498827,0.010235447,0.1402
965484900,12.2612,69.2845,0.11613,0.57125,11.7649,69.40262,0.648394,0.579062,11.702,69.2845,0.48774,0.57781,0.3129290463,0.3169530527,0.5275155523,0.0063799981,0.1402
965485800,12.7505,69.082,0,0.57,12.0515,69.217,0.32516,0.5775,11.9117,69.2845,0.27871,0.575,0.4123507585,0.1129491036,0.2656262747,0.0073739406,0.1402
965486700,14.2185,68.5251,0,0.57313,12.56878,69.10562,0.176516,0.574126,12.2612,69.2845,0.11613,0.57313,0.8980273256,0.3040593981,0.1861538382,0.0039446805,0.1402
965487600,15.2671,67.9795,0,0.5775,13.2818,68.84462,0.078968,0.573376,12.7505,69.082,0,0.57313,1.2664834022,0.5211149178,0.1095314712,0.0026691767,0.1402
965488500,15.8962,67.4451,0,0.58313,14.0787,68.46324,0.023226,0.575002,14.2185,68.5251,0,0.57313,1.400183298,0.6829014617,0.046452,0.0047938769,0.14
965489400,16.1059,66.922,0,0.59,14.84764,67.99074,0,0.578752,15.2671,67.9795,0,0.5775,1.2371302528,0.7637334001,0,0.0071478148,0.14
965490300,15.1832,66.427,0,0.59906,15.33418,67.45974,0,0.584564,15.2671,67.4451,0,0.58313,0.6608259662,0.7431114226,0,0.0091910491,0.14
965491200,14.3164,65.932,0,0.60875,15.35376,66.94112,0,0.591688,15.2671,66.922,0,0.59,0.6281197612,0.7232201585,0,0.0111610598,0.14
965492100,13.5055,65.437,0,0.61906,15.00144,66.43262,0,0.6,15.1832,66.427,0,0.59906,0.9757643498,0.708028204,0,0.0128477749,0.14
965493000,12.7505,64.942,0,0.63,14.3723,65.932,0,0.609374,14.3164,65.932,0,0.60875,1.187234607,0.7000357134,0,0.0141518219,0.14
965493900,11.7789,64.3457,0,0.64813,13.5069,65.41674,0,0.621,13.5055,65.437,0,0.61906,1.1851918714,0.7292507596,0,0.0170424564,0.14
965494800,11.0449,63.817,0,0.6625,12.67924,64.89474,0,0.633688,12.7505,64.942,0,0.63,1.1704491268,0.7530147611,0,0.0194328911,0.14
965495700,10.5486,63.3557,0,0.67313,11.92568,64.37948,0,0.646564,11.7789,64.3457,0,0.64813,1.0834967806,0.7483886194,0,0.0199649539,0.14
965496600,10.2899,62.962,0,0.68,11.28256,63.88448,0,0.658752,11.0449,63.817,0,0.6625,0.8923849698,0.7023109892,0,0.0179541431,0.14
965497500,10.7513,62.7539,0,0.67375,10.88272,63.44686,0,0.667502,10.7513,63.3557,0,0.67313,0.511817133,0.577669437,0,0.0112000561,0.14
965498400,11.1288,62.5345,0,0.67,10.7527,63.08462,0,0.671876,10.7513,62.962,0,0.67313,0.3107007113,0.4553917496,0,0.0057010967,0.14
965499300,11.4224,62.3039,0,0.66875,10.8282,62.782,0,0.673126,10.7513,62.7539,0,0.67313,0.4042995573,0.3611529205,0,0.0039131195,0.14
965500200,11.6321,62.062,0,0.67,11.0449,62.52326,0,0.6725,11.1288,62.5345,0,0.67,0.4797030873,0.3183374097,0,0.0041079192,0.14
965501100,11.5272,61.6907,0,0.68031,11.29236,62.269,0,0.672562,11.4224,62.3039,0,0.67,0.3184277915,0.3698962449,0,0.0042214187,0.14
965502000,11.4923,61.387,0,0.68875,11.44056,61.99562,0,0.675562,11.4923,62.062,0,0.67,0.1699383253,0.4130929745,0,0.0078069441,0.14
965502900,11.5272,61.1507,0,0.69531,11.52024,61.71886,0,0.680624,11.5272,61.6907,0,0.68031,0.067768506,0.4227875807,0,0.0103505586,0.14
965503800,11.6321,60.982,0,0.7,11.56218,61.45448,0,0.686874,11.5272,61.387,0,0.68875,0.058494492,0.3859931678,0,0.0107218965,0.14
965504700,12.0165,60.982,0,0.70281,11.63906,61.23848,0,0.693436,11.5272,61.1507,0,0.69531,0.1944598735,0.2704923023,0,0.0081082713,0.14
965505600,12.3311,60.982,0,0.70375,11.79984,61.09674,0,0.698124,11.6321,60.982,0,0.7,0.3244160514,0.1591592611,0,0.0055302861,0.14
965506500,12.5758,60.982,0,0.70281,12.01654,61.01574,0,0.700936,12.0165,60.982,0,0.70281,0.3997417897,0.06748,0,0.0030812439,0.14
965507400,12.7505,60.982,0,0.7,12.2612,60.982,0,0.701874,12.3311,60.982,0,0.70281,0.3997295486,7.105427357601E-15,0,0.0015681403,0.14
965508300,13.2958,61.0664,0,0.68688,12.59394,60.99888,0,0.69925,12.5758,60.982,0,0.70281,0.4289450715,0.03376,0,0.0063115228,0.14
965509200,13.4775,61.0945,0,0.6775,12.88614,61.02138,0,0.694188,12.7505,60.982,0,0.7,0.4336603491,0.0490422022,0,0.0103096681,0.14
965510100,13.2958,61.0664,0,0.67188,13.07908,61.03826,0,0.687814,13.2958,61.0664,0,0.68688,0.3504081015,0.0470681038,0,0.0121204119,0.14
965511000,12.7505,60.982,0,0.67,13.11402,61.03826,0,0.681252,13.2958,61.0664,0,0.6775,0.3041378727,0.0470681038,0,0.0110605721,0.14
965511900,10.7513,60.487,0,0.68313,12.71418,60.93926,0,0.677878,13.2958,61.0664,0,0.6775,1.0112801895,0.2292572494,0,0.006431194,0.14
965512800,9.11552,60.172,0,0.6925,11.878124,60.76038,0,0.679002,12.7505,60.982,0,0.6775,1.6870424952,0.3675125816,0,0.0081639608,0.14
965513700,7.84326,60.037,0,0.69813,10.751276,60.54888,0,0.683128,10.7513,60.487,0,0.68313,2.078641563,0.4155258567,0,0.0110612502,0.14
965514600,6.9345,60.082,0.27894,0.7,9.479016,60.352,0.055788,0.688752,9.11552,60.172,0,0.6925,2.0786391147,0.3520369299,0.111576,0.0110612502,0.14
965515500,6.72479,60.4926,1.2301,0.69531,8.273874,60.25412,0.301808,0.693814,7.84326,60.172,0,0.69531,1.4983337374,0.197289578,0.4765528699,0.0059161968,0.14
965516400,6.65489,60.9595,2.57412,0.68875,7.454592,60.34862,0.816632,0.694938,6.9345,60.172,0.27894,0.69531,0.9329924514,0.3444684276,0.988191094,0.0040046543,0.14
965517300,6.72479,61.4826,4.311,0.68031,6.976446,60.61074,1.678832,0.6925,6.72479,60.4926,1.2301,0.69531,0.4434378701,0.5485387921,1.5943264338,0.0071902935,0.14
965518200,6.9345,62.062,6.44076,0.67,6.794694,61.01574,2.966984,0.686874,6.72479,60.9595,2.57412,0.68875,0.1169698526,0.7016162815,2.2031880267,0.0107218965,0.14
965519100,7.70345,62.8664,9.64495,0.65313,6.948484,61.57262,4.840186,0.6775,6.72479,61.4826,4.311,0.68031,0.3889587797,0.8323247453,2.9696938594,0.0148445384,0.14
965520000,8.33259,63.6145,12.7876,0.6375,7.270044,62.197,7.151686,0.665938,6.9345,62.062,6.44076,0.67,0.6488683853,0.9505157779,3.6744772472,0.0185267713,0.14
965520900,8.82192,64.3064,15.8688,0.62313,7.70345,62.86638,9.810622,0.652814,7.70345,62.8664,9.64495,0.65313,0.7994813042,1.0193346269,4.1759592418,0.0208189669,0.12
965521800,9.17144,64.942,18.8884,0.61,8.19278,63.55826,12.726102,0.638752,8.33259,63.6145,12.7876,0.6375,0.7994813042,1.0193210517,4.4012105396,0.021238909,0.12
965522700,8.8359,65.2345,21.2661,0.60188,8.57306,64.19276,15.69117,0.625128,8.82192,64.3064,15.8688,0.62313,0.5105138906,0.8663847104,4.1550251895,0.0184959254,0.12
965523600,8.72405,65.662,23.9692,0.5925,8.77718,64.75188,18.55602,0.613002,8.82192,64.942,18.8884,0.61,0.2688396245,0.7196487738,3.9307339876,0.015847847,0.12
965524500,8.8359,66.2245,26.9978,0.58188,8.877842,65.27388,21.39806,0.601878,8.8359,65.2345,21.2661,0.60188,0.1526416049,0.6483869505,3.8692731067,0.0141808412,0.12
965525400,9.17144,66.922,30.352,0.57,8.947746,65.797,24.2947,0.591252,8.8359,65.662,23.9692,0.5925,0.187156067,0.7090892045,4.0621196634,0.0141808412,0.12
965526300,10.6324,68.0751,34.563,0.55219,9.239938,66.42362,27.42962,0.57969,8.8359,66.2245,26.9978,0.58188,0.7122185391,1.000948449,4.681353842,0.0173863993,0.1212
965527200,11.716,69.1495,38.7453,0.53625,9.815958,67.20662,30.92546,0.566564,9.17144,66.922,30.352,0.57,1.170035671,1.2617812321,5.2635827629,0.0202218324,0.1226
965528100,12.422,70.1451,42.8989,0.52219,10.555548,68.10324,34.7114,0.552502,10.6324,68.0751,34.563,0.55219,1.393495055,1.4275598784,5.6891743046,0.0216900396,0.1214
965529000,12.7505,71.062,47.0236,0.51,11.338468,69.07074,38.71656,0.538126,11.716,69.1495,38.7453,0.53625,1.3042199775,1.4651929246,5.8943639537,0.0212710852,0.12
965529900,12.0096,71.9507,51.6486,0.49969,11.9061,70.07648,42.97588,0.524064,12.0096,70.1451,42.8989,0.52219,0.7277810275,1.3677333664,6.0046713873,0.0186277767,0.122
965530800,11.3525,72.727,55.8922,0.49125,12.05012,71.00686,47.24172,0.511876,12.0096,71.062,47.0236,0.51,0.4957375491,1.2684772329,6.0884843807,0.0159869967,0.12
965531700,10.7792,73.3907,59.7542,0.48469,11.86276,71.8551,51.4435,0.501564,12.0096,71.9507,51.6486,0.49969,0.7151029593,1.1558999905,6.0240590528,0.0133508076,0.12
965532600,10.2899,73.942,63.2348,0.48,11.43634,72.61448,55.51068,0.493126,11.3525,72.727,55.8922,0.49125,0.8727921095,1.0225737751,5.7404048312,0.0107218965,0.12
965533500,9.67475,74.1276,66.0051,0.48094,10.82119,73.2276,59.30698,0.487314,10.7792,73.3907,59.7542,0.48469,0.8115374966,0.8034977212,5.1147647822,0.0073439134,0.12
965534400,9.28329,74.3695,68.613,0.48125,10.275928,73.71136,62.69986,0.483626,10.2899,73.942,63.2348,0.48125,0.7428634303,0.5884532695,4.4988252785,0.0041295356,0.12
965535300,9.11552,74.6676,71.0586,0.48094,9.828532,74.09948,65.73314,0.481564,9.67475,74.1276,66.0051,0.48094,0.623851574,0.4297978381,3.9678081192,0.0016183522,0.12
965536200,9.17144,75.022,73.3419,0.48,9.50698,74.42574,68.45068,0.480626,9.28329,74.3695,68.613,0.48094,0.4374873115,0.3847277042,3.5759724078,0.0005235112,0.12
965537100,9.91242,75.517,76.0418,0.48125,9.431484,74.74074,71.01208,0.480876,9.28329,74.6676,71.0586,0.48094,0.3098048985,0.490060411,3.5086676157,0.000459417,0.12
965538000,10.5695,76.012,78.1934,0.48,9.610434,75.11762,73.44974,0.480688,9.28329,75.022,73.3419,0.48094,0.557796008,0.5883476333,3.4159718685,0.000573041,0.12
965538900,11.1427,76.507,79.7968,0.47625,9.982316,75.54512,75.6865,0.479688,9.91242,75.517,76.0418,0.48,0.7880376541,0.6614645399,3.1692257528,0.0017900771,0.12
965539800,11.6321,77.002,80.8518,0.47,10.485632,76.012,77.64514,0.4775,10.5695,76.012,78.1934,0.48,0.8727924934,0.7000357134,2.6944933398,0.0041079192,0.12
965540700,12.0165,77.3957,80.8859,0.45375,11.054644,76.48674,79.15394,0.47225,11.1427,76.507,79.7968,0.47625,0.7491884439,0.671994844,1.8386808027,0.0100436547,0.12
965541600,12.3311,77.857,80.6869,0.44,11.53838,76.95474,80.08296,0.464,11.6321,77.002,80.6869,0.47,0.6262712333,0.6480713158,1.0249776243,0.0149874948,0.12
965542500,12.5758,78.3857,80.2547,0.42875,11.93964,77.42948,80.49522,0.45375,12.0165,77.3957,80.6869,0.45375,0.5086338864,0.6529899889,0.4152497436,0.0178009831,0.12
965543400,12.7505,78.982,79.5894,0.42,12.2612,77.92448,80.45374,0.4425,12.3311,77.857,80.6869,0.44,0.3997295486,0.7023109892,0.4870889389,0.0178009831,0.12
965544300,12.8554,79.8482,78.7565,0.4175,12.50586,78.49372,80.03468,0.432,12.5758,78.3857,80.2547,0.42875,0.3023021045,0.8597397313,0.778510579,0.013430376,0.12
965545200,12.8903,80.647,77.6468,0.415,12.68062,79.14398,79.38686,0.42425,12.7505,78.982,79.5894,0.42,0.206178771,1.0012530677,1.0871462875,0.0091378334,0.12
965546100,12.8554,81.3782,76.2602,0.4125,12.78548,79.84822,78.50152,0.41875,12.8554,79.8482,78.7565,0.4175,0.114851337,1.0833457553,1.4195914502,0.0055901699,0.12
965547000,12.7505,82.042,74.5966,0.41,12.82042,80.57948,77.3699,0.415,12.8554,80.647,77.6468,0.415,0.058494492,1.0833457553,1.7803449329,0.0035355339,0.12
965547900,12.3661,82.8239,72.7669,0.40563,12.74354,81.34786,76.0054,0.412126,12.8554,81.3782,76.2602,0.4125,0.1944598735,1.0393872995,2.1354281959,0.0040987198,0.12
965548800,12.0515,83.4145,70.5864,0.4025,12.58276,82.06112,74.37138,0.409126,12.7505,82.042,74.5966,0.41,0.3244160514,0.9879222062,2.499886833,0.0045338178,0.12
965549700,11.8068,83.8139,68.0553,0.40063,12.36606,82.6945,72.45308,0.406252,12.3661,82.8239,72.7669,0.40563,0.3997417897,0.8884371289,2.8986992541,0.0044532298,0.12
965550600,11.6321,84.022,65.1735,0.4,12.1214,83.22326,70.23574,0.403752,12.0515,83.4145,70.5864,0.4025,0.3997295486,0.7180915724,3.344470832,0.0036866321,0.12
965551500,11.7579,83.7351,61.4965,0.40156,11.92288,83.56188,67.61572,0.402064,11.8068,83.7351,68.0553,0.40156,0.2600896184,0.4175080857,3.9739682326,0.0019736727,0.12
965552400,11.7998,83.4595,57.7652,0.40375,11.80962,83.689,64.61538,0.401688,11.7998,83.7351,65.1735,0.40156,0.1362340838,0.2265545056,4.5705580812,0.0013338876,0.12
965553300,11.7579,83.1951,53.9793,0.40656,11.7509,83.64512,61.29396,0.4025,11.7579,83.7351,61.4965,0.40156,0.0628131515,0.288303454,5.0351558012,0.0023948528,0.12
965554200,11.6321,82.942,50.1391,0.41,11.71596,83.47074,57.71072,0.404374,11.7579,83.4595,57.7652,0.40375,0.0701599202,0.3819538014,5.3156581577,0.0035740823,0.12
965555100,11.0449,82.8182,46.1578,0.415,11.59852,83.22998,53.90758,0.407374,11.7579,83.1951,53.9793,0.40656,0.2824678134,0.3351231141,5.4173538586,0.0047465845,0.12
965556000,10.6254,82.627,42.1797,0.42,11.37202,83.00836,50.04422,0.411062,11.6321,82.942,50.1391,0.41,0.4613002554,0.2913413984,5.5147497537,0.0058353557,0.12
965556900,10.3738,82.3682,38.2049,0.425,11.08682,82.7901,46.13216,0.415312,11.0449,82.8182,46.1578,0.415,0.5423544723,0.2801747455,5.5874363157,0.0066444997,0.12
965557800,10.2899,82.042,34.2334,0.43,10.79322,82.55948,42.18298,0.42,10.6254,82.627,42.1797,0.42,0.4948676971,0.3231687262,5.6235219019,0.0070710678,0.12
965558700,10.7513,81.547,29.9381,0.43688,10.61706,82.28048,38.14278,0.425376,10.6254,82.3682,38.2049,0.425,0.2710520585,0.4498398222,5.7121126296,0.0076213847,0.1283
965559600,11.1288,81.052,25.8641,0.4425,10.63384,81.92724,34.08404,0.430876,10.6254,82.042,34.2334,0.43,0.2982512404,0.5670815024,5.7844574244,0.0080591255,0.1278
965560500,11.4224,80.557,22.0114,0.44688,10.79324,81.51324,30.05038,0.436252,10.7513,81.547,29.9381,0.43688,0.4334703801,0.6540368112,5.764661295,0.0079759799,0.12
965561400,11.6321,80.062,18.3801,0.45,11.0449,81.052,26.08542,0.441252,11.1288,81.052,25.8641,0.4425,0.4797030873,0.7000357134,5.6080531215,0.0071481645,0.1282
965562300,11.6321,79.6682,14.6383,0.44531,11.31334,80.57724,22.1664,0.444314,11.4224,80.557,22.0114,0.44531,0.3361707697,0.6720218973,5.3871084726,0.0044376102,0.1305
965563200,11.6321,79.207,11.339,0.44375,11.4895,80.10924,18.44658,0.445688,11.6321,80.062,18.3801,0.44531,0.1977934175,0.6480849253,5.1527207219,0.0026106045,0.1304
965564100,11.6321,78.6782,8.48221,0.44531,11.59016,79.63448,14.970202,0.44625,11.6321,79.6682,14.6383,0.44531,0.08388,0.6530182429,4.8289895577,0.002120217,0.1306
965565000,11.6321,78.082,6.06796,0.45,11.6321,79.13948,11.781514,0.446874,11.6321,79.207,11.339,0.44531,0,0.702309067,4.3687180794,0.0026151604,0.1305
965565900,11.6321,77.2157,4.34791,0.46719,11.6321,78.57022,8.975076,0.450312,11.6321,78.6782,8.48221,0.44531,0,0.8597431858,3.6814439633,0.008695563,0.1304
965566800,11.6321,76.417,2.90258,0.48125,11.6321,77.91998,6.627932,0.4575,11.6321,78.082,6.06796,0.45,0,1.0012519891,3.0007607398,0.0145042559,0.1303
965567700,11.6321,75.6857,1.73199,0.49219,11.6321,77.21572,4.70653,0.467188,11.6321,77.2157,4.34791,0.46719,0,1.0833470015,2.3807554778,0.0178712847,0.1315
965568600,11.6321,75.022,0.83613,0.5,11.6321,76.48448,3.177314,0.478126,11.6321,76.417,2.90258,0.48125,0,1.0833470015,1.8639588005,0.0178700605,0.1346
965569500,11.2126,74.527,0.54871,0.50094,11.5482,75.77348,2.073464,0.488314,11.6321,75.6857,1.73199,0.49219,0.1678,0.9612758634,1.4023560624,0.0127053164,0.1358
965570400,11.0728,74.032,0.31355,0.50125,11.43634,75.13674,1.266592,0.495126,11.6321,75.022,0.83613,0.5,0.2437978064,0.842118917,0.9488933752,0.0076970815,0.1366
965571300,11.2126,73.537,0.13065,0.50094,11.35244,74.56074,0.712206,0.499064,11.2126,74.527,0.54871,0.50094,0.2339779528,0.7492721471,0.5619931483,0.0034625228,0.1378
965572200,11.6321,73.042,0,0.5,11.35244,74.032,0.365808,0.500626,11.2126,74.032,0.31355,0.50094,0.2339779528,0.7000357134,0.2988315919,0.0005235112,0.1392
965573100,13.7152,72.6482,0,0.49281,11.76906,73.55724,0.198582,0.499188,11.2126,73.537,0.13065,0.50094,0.9909886369,0.6720218973,0.2094237978,0.0032164913,0.14
965574000,15.1552,72.187,0,0.48875,12.55758,73.08924,0.08884,0.49675,11.6321,73.042,0,0.5,1.6098304139,0.6480849253,0.1232236154,0.0050575132,0.14
965574900,15.9522,71.6582,0,0.48781,13.53346,72.61448,0.02613,0.494062,13.7152,72.6482,0,0.49281,1.8716267914,0.6530182429,0.05226,0.0055034367,0.14
965575800,16.1059,71.062,0,0.49,14.51212,72.11948,0,0.491874,15.1552,72.187,0,0.49,1.6707551387,0.702309067,0,0.0043976203,0.14
965576700,14.1067,70.1114,0,0.50188,15.00704,71.53336,0,0.49225,15.1552,71.6582,0,0.49,0.9593992716,0.8865493773,0,0.0051005215,0.14
965577600,12.4709,69.2845,0,0.5125,14.75818,70.86062,0,0.496188,15.1552,71.062,0,0.49,1.3457885293,1.0470393047,0,0.0096154696,0.14
965578500,11.1987,68.5814,0,0.52188,13.96688,70.1395,0,0.502814,14.1067,70.1114,0,0.50188,1.9202722915,1.1240058861,0,0.0130193849,0.14
965579400,10.2899,68.002,0,0.53,12.83442,69.40826,0,0.511252,12.4709,69.2845,0,0.5125,2.0786335188,1.0868158107,0,0.0141808412,0.14
965580300,10.0592,67.6307,0,0.53688,11.62508,68.722,0,0.520628,11.1987,68.5814,0,0.52188,1.5026865946,0.8917334422,0,0.0124183838,0.14
965581200,9.98233,67.327,0,0.5425,10.800206,68.16512,0,0.528752,10.2899,68.002,0,0.53,0.9411098944,0.6987071816,0,0.0106581544,0.14
965582100,10.0592,67.0907,0,0.54688,10.317866,67.72636,0,0.535628,10.0592,67.6307,0,0.53688,0.4523386429,0.5253139427,0,0.0089003515,0.14
965583000,10.2899,66.922,0,0.55,10.136106,67.39448,0,0.541252,10.0592,67.327,0,0.5425,0.1286711411,0.3859931678,0,0.0071481645,0.14
965583900,11.7859,67.2932,0,0.5425,10.435306,67.25272,0,0.543752,10.0592,67.2932,0,0.5425,0.6831318702,0.2390193415,0,0.0044537912,0.14
965584800,12.6946,67.417,0,0.54,10.962386,67.20998,0,0.544376,10.2899,67.2932,0,0.5425,1.0869436769,0.1792410266,0,0.0035801542,0.14
965585700,13.0162,67.2932,0,0.5425,11.56916,67.20322,0,0.544376,11.7859,67.2932,0,0.5425,1.2102893482,0.1752941117,0,0.0035801542,0.14
965586600,12.7505,66.922,0,0.55,12.10742,67.16948,0,0.545,12.6946,67.2932,0,0.5425,0.9990963305,0.2070614054,0,0.0041833001,0.14
965587500,9.94738,65.3751,0,0.58125,12.038916,66.8601,0,0.55125,12.6946,67.2932,0,0.5425,1.1251575222,0.7608344682,0,0.0153704261,0.14
965588400,7.85724,64.1995,0,0.605,11.253184,66.24136,0,0.56375,12.6946,66.922,0,0.55,2.0329987921,1.2547004624,0,0.0253475837,0.14
965589300,6.48012,63.3951,0,0.62125,10.010288,65.43698,0,0.58,9.94738,65.3751,0,0.58125,2.5940673843,1.5070034445,0,0.0304446219,0.14
965590200,5.81603,62.962,0,0.63,8.570254,64.57074,0,0.5975,7.85724,64.1995,0,0.605,2.5232412324,1.4341137704,0,0.0289719692,0.14
965591100,7.2281,64.0139,0,0.61063,7.465774,63.98912,0,0.609626,7.2281,64.0139,0,0.61063,1.4185395287,0.8214194553,0,0.0166001357,0.14
965592000,8.44443,64.6945,0,0.5975,7.165184,63.853,0,0.612876,7.2281,64.0139,0,0.61063,0.9390313582,0.6095287885,0,0.0115486148,0.14
965592900,9.46504,65.0039,0,0.59063,7.486744,64.01388,0,0.610002,7.2281,64.0139,0,0.61063,1.3192642953,0.7658620513,0,0.0145492699,0.14
965593800,10.2899,64.942,0,0.59,8.2487,64.32326,0,0.603752,8.44443,64.6945,0,0.5975,1.5902074303,0.765853972,0,0.0150775083,0.14
965594700,11.0868,63.3951,0,0.6125,9.302854,64.40988,0,0.600252,9.46504,64.6945,0,0.5975,1.3582726795,0.6170248954,0,0.0096226429,0.14
965595600,11.5761,62.2195,0,0.63,10.172454,64.051,0,0.604126,10.2899,64.6945,0,0.5975,1.1230802087,1.0863322438,0,0.0152655005,0.14
965596500,11.7579,61.4151,0,0.6425,10.835148,63.39512,0,0.613126,11.0868,63.3951,0,0.6125,0.8530300302,1.4341249881,0,0.0209228943,0.14
965597400,11.6321,60.982,0,0.65,11.26856,62.59074,0,0.625,11.5761,62.2195,0,0.63,0.5398162487,1.4341137704,0,0.0216217483,0.14
965598300,10.5066,61.6626,0,0.64313,11.3119,61.93486,0,0.635626,11.5761,61.6626,0,0.6425,0.4626929392,0.8325309522,0,0.0132411293,0.14
965599200,9.53494,62.2195,0,0.6375,11.001528,61.69974,0,0.640626,11.5761,61.6626,0,0.6425,0.8597309718,0.4770431704,0,0.0066383359,0.14
965600100,8.71706,62.6526,0,0.63313,10.42972,61.78636,0,0.641252,10.5066,61.6626,0,0.6425,1.1789423934,0.5895977497,0,0.005686058,0.14
965601000,8.05297,62.962,0.0929,0.63,9.688734,62.09574,0.01858,0.638752,9.53494,62.2195,0,0.6375,1.2719357707,0.7076500593,0.03716,0.0071478148,0.14
965601900,7.45878,62.6751,0.84902,0.63563,8.85407,62.43436,0.188384,0.635878,8.71706,62.6526,0,0.63563,1.0772006769,0.452938568,0.3322717903,0.0044133044,0.14
965602800,7.07431,62.5795,2.00243,0.6375,8.167612,62.61774,0.58887,0.634752,8.05297,62.6526,0.0929,0.63563,0.8811780546,0.237940216,0.7752872875,0.0028665757,0.14
965603700,6.89955,62.6751,3.55313,0.63563,7.640534,62.70886,1.299496,0.634378,7.45878,62.6751,0.84902,0.63563,0.6680887824,0.1313457514,1.3357001761,0.0025925385,0.14
965604600,6.9345,62.962,5.50113,0.63,7.284022,62.77074,2.399722,0.633752,7.07431,62.6751,2.00243,0.63563,0.4326164249,0.1600172066,1.9407744311,0.0031386711,0.14
965605500,7.80831,63.727,8.09406,0.61313,7.23509,62.92374,3.999954,0.630378,7.07431,62.6751,3.55313,0.63563,0.3485426897,0.421624319,2.5742327871,0.0089836104,0.14
965606400,8.4724,64.492,10.9192,0.5975,7.437814,63.28712,6.01399,0.622752,7.07431,62.962,5.50113,0.63,0.613648719,0.7247382683,3.1874518758,0.0152717142,0.14
965607300,8.92677,65.257,13.9765,0.58313,7.808306,63.82262,8.408804,0.611878,7.80831,63.727,8.09406,0.61313,0.8101057898,0.956256,3.7264602157,0.0196331672,0.1324
965608200,9.17144,66.022,17.2661,0.57,8.262684,64.492,11.151398,0.598752,8.4724,64.492,10.9192,0.5975,0.8101057898,1.0818733752,4.1640735317,0.021238909,0.13
965609100,8.89182,66.8882,21.0277,0.56,8.654148,65.27724,14.256712,0.584752,8.89182,65.257,13.9765,0.58313,0.4789313115,1.1108658922,4.5628604936,0.0189775461,0.128
965610000,8.6122,67.687,24.8616,0.55,8.814926,66.06924,17.61022,0.572126,8.89182,66.022,17.2661,0.57,0.2465546153,1.134680074,4.9467922881,0.0167693024,0.1257
965610900,8.33259,68.4182,28.7678,0.54,8.786964,66.85448,21.17994,0.560626,8.89182,66.8882,21.0277,0.56,0.2882223033,1.1299922237,5.2604392998,0.0150534881,0.1261
965611800,8.05297,69.082,32.7463,0.53,8.612204,67.61948,24.9339,0.55,8.6122,67.687,24.8616,0.55,0.3954381537,1.0833457553,5.4734114689,0.0141421356,0.1235
965612700,7.2281,69.4926,37.3083,0.51906,8.223536,68.3136,28.94234,0.539812,8.33259,68.4182,28.7678,0.54,0.5708838016,0.9397673584,5.7233526519,0.0144104606,0.1222
965613600,6.76673,69.9595,41.6017,0.50875,7.798518,68.92786,33.05714,0.529562,8.05297,69.082,32.7463,0.53,0.6931118655,0.8008068871,5.9454823517,0.0146306998,0.122
965614500,6.66887,70.4826,45.6266,0.49906,7.409852,69.48698,37.21014,0.519374,7.2281,69.4926,37.3083,0.51906,0.6724195415,0.7100514641,6.0221458928,0.0145874626,0.12
965615400,6.9345,71.062,49.383,0.49,7.130234,70.01574,41.33318,0.509374,6.9345,69.9595,41.6017,0.50875,0.4988633434,0.7016162815,5.8862437508,0.0141518219,0.12
965616300,8.77997,71.8664,52.7103,0.48063,7.275634,70.57262,45.32598,0.4995,6.9345,70.4826,45.6266,0.49906,0.7757324952,0.8323247453,5.4631752604,0.0135253584,0.12
965617200,10.1781,72.6145,55.8761,0.4725,7.865634,71.197,49.03954,0.490188,6.9345,71.062,49.383,0.49,1.3921461073,0.9505157779,5.045802606,0.0128648069,0.12
965618100,11.1288,73.3064,58.8803,0.46563,8.738048,71.86638,52.49526,0.481564,8.77997,71.8664,52.7103,0.48063,1.7507418614,1.0193346269,4.6713961427,0.0119515432,0.12
965619000,11.6321,73.942,61.7228,0.46,9.730694,72.55826,55.7145,0.473752,10.1781,72.6145,55.8761,0.4725,1.7025154509,1.0193210517,4.3648867793,0.0106579199,0.12
965619900,10.4507,74.4201,64.2877,0.45938,10.433934,73.22988,58.69544,0.467628,10.4507,73.3064,58.8803,0.46563,0.9715729071,0.9129473268,4.1047054109,0.0080373662,0.12
